,references,classes,attributes,packages,enum,datatypes
4038,-0.2658364759968108,-0.2853578457117262,-0.14197841806461814,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1083,-0.5125583479967619,-0.49743615140190967,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
5052,0.4537689840030465,-0.12040805239713905,0.4952853480173442,-0.19120138403308462,-0.3958746909167249,5.99776232640637
5011,-0.5331185039967578,-0.5916931761531024,-0.46061030110559925,-0.19120138403308462,-0.3958746909167249,2.222612223037841
3965,-0.38919741199678637,-0.49743615140190967,-0.3157776269960624,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4400,-0.03967475999685567,-0.3324863580873225,0.20561999979827036,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
437,-0.40975756799678226,-0.261793589523928,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3336,-0.5125583479967619,-0.544564663777506,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
528,-0.5125583479967619,-0.544564663777506,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4422,-0.30695678799680265,-0.4738718952141115,-0.3157776269960624,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
3322,1.0705736640029242,0.6807766579879986,0.176653464976363,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1291,-0.5125583479967619,-0.544564663777506,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3483,-0.5125583479967619,4.757392978477081,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1894,-0.491998191996766,-0.544564663777506,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2352,-0.40975756799678226,-0.4503076390263133,-0.3157776269960624,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
4593,-0.3686372559967904,-0.49743615140190967,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4337,-0.40975756799678226,-0.4738718952141115,-0.3157776269960624,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2297,-0.491998191996766,-0.544564663777506,-0.3447441618179698,0.24294490398506485,-0.3958746909167249,0.33503717135357663
299,-0.45087787999677414,-0.4738718952141115,-0.3447441618179698,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1402,-0.5331185039967578,-0.5681289199653041,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
405,-0.40975756799678226,-0.49743615140190967,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3236,-0.47143803599677003,-0.5210004075897078,-0.46061030110559925,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
86,-0.12191538399683936,-0.42674338283851515,-0.25784455735224765,-0.19120138403308462,0.301623152715506,-0.23123534415170277
3134,0.0220057080031321,0.6336481456124022,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4113,0.3920885160030587,0.23305579041983343,-0.286811092174155,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1247,0.6593705440030057,0.3980055837344206,2.493976250728953,-0.19120138403308462,0.6503720745316214,1.278824697195709
2171,-0.10135522799684343,0.09167025329304443,-0.22887802253034026,-0.19120138403308462,0.999120996347737,-0.23123534415170277
733,-0.4303177239967782,-0.544564663777506,-0.4026772314617845,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
5185,0.08368617600311987,0.2566200466076316,-0.17094495288652553,-0.19120138403308462,0.999120996347737,-0.23123534415170277
5411,-0.5331185039967578,0.5629553770490077,8.692814702617131,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
183,4.339638468002276,3.296409094833595,4.753365966837728,11.530748392456951,3.7891123708766603,-0.23123534415170277
3441,0.2070471120030954,-0.026151027645946383,0.03182079086682611,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3717,-0.28639663199680676,-0.16753656477273537,0.06078732568873349,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
5287,-0.3275169439967986,-0.09684379620934087,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2845,-0.4303177239967782,-0.5210004075897078,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
321,0.0220057080031321,0.1152345094808426,0.9587499051678622,-0.19120138403308462,3.0916145272444293,3.732672264385253
2116,-0.47143803599677003,-0.4738718952141115,-0.46061030110559925,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3706,-0.491998191996766,-0.544564663777506,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4433,-0.4303177239967782,-0.40317912665071703,-0.3157776269960624,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
842,-0.2658364759968108,-0.2853578457117262,-0.17094495288652553,1.5453837680395133,0.6503720745316214,-0.23123534415170277
1264,-0.1424755399968353,0.04454174091744811,1.248415253386936,-0.19120138403308462,0.999120996347737,-0.23123534415170277
3294,-0.47143803599677003,-0.5210004075897078,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1517,-0.20415600799682304,-0.3560506142751207,-0.14197841806461814,-0.19120138403308462,-0.3958746909167249,-0.042477838983276305
2629,-0.28639663199680676,-0.3324863580873225,-0.1999114877084329,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1849,-0.5331185039967578,-0.5681289199653041,-0.3447441618179698,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
117,-0.2452763199968149,-0.19110082096053355,-0.22887802253034026,-0.19120138403308462,0.301623152715506,-0.23123534415170277
4272,-0.40975756799678226,-0.4738718952141115,-0.3447441618179698,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2093,-0.5125583479967619,4.050465292843136,-0.4316437662836919,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
4694,-0.47143803599677003,-0.1439723085849372,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
631,-0.47143803599677003,-0.4503076390263133,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
112,3.003228328002541,2.283146078758274,1.3063483230307507,10.228309528402503,1.3478699181638525,-0.23123534415170277
4604,0.04256586400312802,-0.23822933333612986,-0.25784455735224765,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1975,-0.3686372559967904,-0.1439723085849372,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4530,-0.28639663199680676,0.32731281517102606,0.2635530694420851,0.6770911920032143,-0.047125769100609456,-0.23123534415170277
4230,0.10424633200311578,0.7985979389269894,1.4222144623183801,-0.19120138403308462,3.7891123708766603,0.33503717135357663
2430,-0.5125583479967619,-0.544564663777506,-0.25784455735224765,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2067,-0.5125583479967619,-0.544564663777506,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
5103,-0.4303177239967782,-0.49743615140190967,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4439,-0.22471616399681896,-0.3324863580873225,0.20561999979827036,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
3603,-0.45087787999677414,-0.4738718952141115,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
156,-0.38919741199678637,-0.3560506142751207,0.03182079086682611,-0.19120138403308462,0.999120996347737,-0.23123534415170277
936,-0.10135522799684343,-0.026151027645946383,-0.11301188324271076,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
1819,-0.5331185039967578,0.16236302185643892,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3133,-0.40975756799678226,-0.4738718952141115,-0.3447441618179698,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2607,1.7901791240027816,1.1991902941195582,1.1615156489212137,-0.19120138403308462,0.6503720745316214,1.0900671920272824
4839,0.4537689840030465,-0.026151027645946383,-0.14197841806461814,-0.19120138403308462,0.6503720745316214,-0.23123534415170277
4536,0.5360096080030302,0.5158268646734114,0.8428837658802327,-0.19120138403308462,1.6966188399799678,-0.23123534415170277
2305,-0.47143803599677003,-0.40317912665071703,-0.4026772314617845,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1973,-0.3480770999967945,-0.37961487046291886,-0.17094495288652553,-0.19120138403308462,0.301623152715506,-0.23123534415170277
1384,-0.5125583479967619,-0.4503076390263133,-0.286811092174155,0.24294490398506485,-0.3958746909167249,0.5237946765220031
3105,-0.3275169439967986,-0.4503076390263133,-0.25784455735224765,-0.19120138403308462,0.301623152715506,-0.23123534415170277
216,-0.45087787999677414,-0.4738718952141115,-0.3447441618179698,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
4879,-0.40975756799678226,-0.49743615140190967,-0.3157776269960624,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2785,-0.28639663199680676,-0.37961487046291886,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
1673,1.7696189680027856,1.4112685998097416,1.856712484646991,-0.19120138403308462,4.835359136325007,-0.23123534415170277
1303,-0.47143803599677003,-0.49743615140190967,-0.4316437662836919,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
2540,3.7022736320024023,1.576218393124329,3.391938830208082,0.24294490398506485,4.486610214508891,2.7888847385431204
523,-0.22471616399681896,-0.42674338283851515,-0.286811092174155,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
854,3.3938712920024634,0.9399834760537783,3.1891730864547303,-0.19120138403308462,4.835359136325007,2.600127233374694
2743,-0.47143803599677003,-0.49743615140190967,-0.46061030110559925,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
694,-0.47143803599677003,-0.3560506142751207,-0.4026772314617845,-0.19120138403308462,0.301623152715506,-0.23123534415170277
3451,-0.47143803599677003,-0.42674338283851515,0.03182079086682611,-0.19120138403308462,0.6503720745316214,-0.23123534415170277
3489,2.427543960002655,2.2595818225704756,5.245797058810154,4.58440778416656,8.671597276302277,-0.23123534415170277
2230,-0.20415600799682304,-0.1439723085849372,-0.02611227877698864,-0.19120138403308462,-0.047125769100609456,-0.23123534415170277
4698,-0.30695678799680265,-0.261793589523928,-0.286811092174155,-0.19120138403308462,0.301623152715506,-0.23123534415170277
1263,-0.4303177239967782,-0.5210004075897078,-0.3157776269960624,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
3559,0.4537689840030465,-0.12040805239713905,-0.14197841806461814,-0.19120138403308462,-0.3958746909167249,5.99776232640637
973,1.8107392800027775,1.4112685998097416,0.4663188131954368,1.1112374800213638,-0.3958746909167249,0.5237946765220031
2508,0.16592680000310356,-0.16753656477273537,0.4663188131954368,-0.19120138403308462,-0.3958746909167249,5.809004821237944
4785,-0.3686372559967904,-0.4503076390263133,-0.37371069663987716,-0.19120138403308462,-0.3958746909167249,-0.23123534415170277
